year,date,stage,course,distance,type,winner,distance_km,winner_name,winner_country_code,stage_type_group,decade,stages_count,starters,finishers,completion_rate,completion_pct
1933,1933-07-10,12,Cannes to Marseille,208 km (129 mi),Plain stage,Georges Speicher (FRA),208.0,Georges Speicher,FRA,Flat,1930,23,80,40,0.5,50.0
1933,1933-07-11,13,Marseille to Montpellier,168 km (104 mi),Plain stage,AndrÃ© Leducq (FRA),168.0,AndrÃ© Leducq,FRA,Flat,1930,23,80,40,0.5,50.0
1933,1933-07-12,14,Montpellier to Perpignan,166 km (103 mi),Plain stage,AndrÃ© Leducq (FRA),166.0,AndrÃ© Leducq,FRA,Flat,1930,23,80,40,0.5,50.0
1933,1933-07-14,15,Perpignan to Ax-les-Thermes,158 km (98 mi),Stage with mountain(s),Jean Aerts (BEL),158.0,Jean Aerts,BEL,Mountain,1930,23,80,40,0.5,50.0
1933,1933-07-15,16,Ax-les-Thermes to Luchon,165 km (103 mi),Stage with mountain(s),LÃ©on Louyet (BEL),165.0,LÃ©on Louyet,BEL,Mountain,1930,23,80,40,0.5,50.0
1933,1933-07-16,17,Luchon to Tarbes,91 km (57 mi),Stage with mountain(s),Jean Aerts (BEL),91.0,Jean Aerts,BEL,Mountain,1930,23,80,40,0.5,50.0
1933,1933-07-17,18,Tarbes to Pau,185 km (115 mi),Stage with mountain(s),Learco Guerra (ITA),185.0,Learco Guerra,ITA,Mountain,1930,23,80,40,0.5,50.0
1933,1933-07-19,19,Pau to Bordeaux,233 km (145 mi),Plain stage,Jean Aerts (BEL),233.0,Jean Aerts,BEL,Flat,1930,23,80,40,0.5,50.0
1933,1933-07-20,20,Bordeaux to La Rochelle,183 km (114 mi),Plain stage,Jean Aerts (BEL),183.0,Jean Aerts,BEL,Flat,1930,23,80,40,0.5,50.0
1933,1933-07-21,21,La Rochelle to Rennes,266 km (165 mi),Plain stage,Jean Aerts (BEL),266.0,Jean Aerts,BEL,Flat,1930,23,80,40,0.5,50.0
1933,1933-07-22,22,Rennes to Caen,169 km (105 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),169.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,23,80,40,0.5,50.0
1933,1933-07-23,23,Caen to Paris,222 km (138 mi),Plain stage,Learco Guerra (ITA),222.0,Learco Guerra,ITA,Flat,1930,23,80,40,0.5,50.0
1934,1934-07-03,1,Paris to Lille,262 km (163 mi),Plain stage,Georges Speicher (FRA),262.0,Georges Speicher,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-04,2,Lille to Charleville,192 km (119 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),192.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-05,3,Charleville to Metz,161 km (100 mi),Plain stage,Roger LapÃ©bie (FRA),161.0,Roger LapÃ©bie,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-06,4,Metz to Belfort,220 km (140 mi),Stage with mountain(s),Roger LapÃ©bie (FRA),220.0,Roger LapÃ©bie,FRA,Mountain,1930,23,60,39,0.65,65.0
1934,1934-07-07,5,Belfort to Evian,293 km (182 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA) Georges Speicher (FRA)[b],293.0,RenÃ© Le GrevÃ¨s (FRA) Georges Speicher (FRA)[b],,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-09,6,Evian to Aix-les-Bains,207 km (129 mi),Stage with mountain(s),Georges Speicher (FRA),207.0,Georges Speicher,FRA,Mountain,1930,23,60,39,0.65,65.0
1934,1934-07-10,7,Aix-les-Bains to Grenoble,229 km (142 mi),Stage with mountain(s),RenÃ© Vietto (FRA),229.0,RenÃ© Vietto,FRA,Mountain,1930,23,60,39,0.65,65.0
1934,1934-07-11,8,Grenoble to Gap,102 km (63 mi),Stage with mountain(s),Giuseppe Martano (ITA),102.0,Giuseppe Martano,ITA,Mountain,1930,23,60,39,0.65,65.0
1934,1934-07-12,9,Gap to Digne,227 km (141 mi),Stage with mountain(s),RenÃ© Vietto (FRA),227.0,RenÃ© Vietto,FRA,Mountain,1930,23,60,39,0.65,65.0
1934,1934-07-13,10,Digne to Nice,156 km (97 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),156.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-15,11,Nice to Cannes,126 km (78 mi),Stage with mountain(s),RenÃ© Vietto (FRA),126.0,RenÃ© Vietto,FRA,Mountain,1930,23,60,39,0.65,65.0
1934,1934-07-16,12,Cannes to Marseille,195 km (121 mi),Plain stage,Roger LapÃ©bie (FRA),195.0,Roger LapÃ©bie,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-17,13,Marseille to Montpellier,172 km (107 mi),Plain stage,Georges Speicher (FRA),172.0,Georges Speicher,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-18,14,Montpellier to Perpignan,177 km (110 mi),Plain stage,Roger LapÃ©bie (FRA),177.0,Roger LapÃ©bie,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-20,15,Perpignan to Ax-les-Thermes,158 km (98 mi),Plain stage,Roger LapÃ©bie (FRA),158.0,Roger LapÃ©bie,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-21,16,Ax-les-Thermes to Luchon,165 km (103 mi),Stage with mountain(s),Adriano Vignoli (ITA),165.0,Adriano Vignoli,ITA,Mountain,1930,23,60,39,0.65,65.0
1934,1934-07-22,17,Luchon to Tarbes,91 km (57 mi),Stage with mountain(s),Antonin Magne (FRA),91.0,Antonin Magne,FRA,Mountain,1930,23,60,39,0.65,65.0
1934,1934-07-23,18,Tarbes to Pau,172 km (107 mi),Stage with mountain(s),RenÃ© Vietto (FRA),172.0,RenÃ© Vietto,FRA,Mountain,1930,23,60,39,0.65,65.0
1934,1934-07-25,19,Pau to Bordeaux,215 km (134 mi),Plain stage,Ettore Meini (ITA),215.0,Ettore Meini,ITA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-26,20,Bordeaux to La Rochelle,183 km (114 mi),Plain stage,Georges Speicher (FRA),183.0,Georges Speicher,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-27,21a,La Rochelle to La Roche sur Yon,81 km (50 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),81.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-27,21b,La Roche sur Yon to Nantes,90 km (56 mi),Individual time trial,Antonin Magne (FRA),90.0,Antonin Magne,FRA,Time Trial,1930,23,60,39,0.65,65.0
1934,1934-07-28,22,Nantes to Caen,275 km (171 mi),Plain stage,Raymond Louviot (FRA),275.0,Raymond Louviot,FRA,Flat,1930,23,60,39,0.65,65.0
1934,1934-07-29,23,Caen to Paris,221 km (137 mi),Plain stage,SylvÃ¨re Maes (BEL),221.0,SylvÃ¨re Maes,BEL,Flat,1930,23,60,39,0.65,65.0
1935,1935-07-04,1,Paris to Lille,262 km (163 mi),Plain stage,Romain Maes (BEL),262.0,Romain Maes,BEL,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-05,2,Lille to Charleville,192 km (119 mi),Plain stage,Charles PÃ©lissier (FRA),192.0,Charles PÃ©lissier,FRA,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-06,3,Charleville to Metz,161 km (100 mi),Plain stage,Rafaele di Paco (ITA),161.0,Rafaele di Paco,ITA,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-07,4,Metz to Belfort,220 km (140 mi),Stage with mountain(s),Jean Aerts (BEL),220.0,Jean Aerts,BEL,Mountain,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-08,5a,"Belfort to Geneva, Switzerland",262 km (163 mi),Plain stage,Maurice Archambaud (FRA),262.0,Maurice Archambaud,FRA,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-08,5b,Geneva to Evian,58 km (36 mi),Individual time trial,Rafaele di Paco (ITA),58.0,Rafaele di Paco,ITA,Time Trial,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-10,6,Evian to Aix-les-Bains,207 km (129 mi),Stage with mountain(s),RenÃ© Vietto (FRA),207.0,RenÃ© Vietto,FRA,Mountain,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-11,7,Aix-les-Bains to Grenoble,229 km (142 mi),Stage with mountain(s),Francesco Camusso (ITA),229.0,Francesco Camusso,ITA,Mountain,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-12,8,Grenoble to Gap,102 km (63 mi),Stage with mountain(s),Jean Aerts (BEL),102.0,Jean Aerts,BEL,Mountain,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-13,9,Gap to Digne,227 km (141 mi),Stage with mountain(s),RenÃ© Vietto (FRA),227.0,RenÃ© Vietto,FRA,Mountain,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-14,10,Digne to Nice,156 km (97 mi),Plain stage,Jean Aerts (BEL),156.0,Jean Aerts,BEL,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-16,11,Nice to Cannes,126 km (78 mi),Stage with mountain(s),Romain Maes (BEL),126.0,Romain Maes,BEL,Mountain,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-17,12,Cannes to Marseille,195 km (121 mi),Plain stage,Charles PÃ©lissier (FRA),195.0,Charles PÃ©lissier,FRA,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-18,13a,Marseille to NÃ®mes,112 km (70 mi),Plain stage,Vasco Bergamaschi (ITA),112.0,Vasco Bergamaschi,ITA,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-18,13b,NÃ®mes to Montpellier,56 km (35 mi),Individual time trial,Georges Speicher (FRA),56.0,Georges Speicher,FRA,Time Trial,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-19,14a,Montpellier to Narbonne,103 km (64 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),103.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-19,14b,Narbonne to Perpignan,63 km (39 mi),Individual time trial,Maurice Archambaud (FRA),63.0,Maurice Archambaud,FRA,Time Trial,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-20,15,Perpignan to Luchon,325 km (202 mi),Stage with mountain(s),SylvÃ¨re Maes (BEL),325.0,SylvÃ¨re Maes,BEL,Mountain,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-22,16,Luchon to Pau,194 km (121 mi),Stage with mountain(s),Ambrogio Morelli (ITA),194.0,Ambrogio Morelli,ITA,Mountain,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-24,17,Pau to Bordeaux,224 km (139 mi),Plain stage,Julien Moineau (FRA),224.0,Julien Moineau,FRA,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-25,18a,Bordeaux to Rochefort,158 km (98 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),158.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-25,18b,Rochefort to La Rochelle,33 km (21 mi),Individual time trial,AndrÃ© Leducq (FRA),33.0,AndrÃ© Leducq,FRA,Time Trial,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-26,19a,La Rochelle to La Roche sur Yon,81 km (50 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),81.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-26,19b,La Roche sur Yon to Nantes,95 km (59 mi),Individual time trial,Jean Aerts (BEL),95.0,Jean Aerts,BEL,Time Trial,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-27,20a,Nantes to Vire,220 km (140 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),220.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-27,20b,Vire to Caen,55 km (34 mi),Individual time trial,Ambrogio Morelli (ITA),55.0,Ambrogio Morelli,ITA,Time Trial,1930,21,93,46,0.4946236559139785,49.46236559139785
1935,1935-07-28,21,Caen to Paris,221 km (137 mi),Plain stage,Romain Maes (BEL),221.0,Romain Maes,BEL,Flat,1930,21,93,46,0.4946236559139785,49.46236559139785
1936,1936-07-07,1,Paris to Lille,258 km (160 mi),Plain stage,Paul Egli (SUI),258.0,Paul Egli,SUI,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-08,2,Lille to Charleville,192 km (119 mi),Plain stage,Robert Wierinckx (BEL),192.0,Robert Wierinckx,BEL,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-09,3,Charleville to Metz,161 km (100 mi),Plain stage,Mathias Clemens (LUX),161.0,Mathias Clemens,LUX,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-10,4,Metz to Belfort,220 km (140 mi),Stage with mountain(s),Maurice Archambaud (FRA),220.0,Maurice Archambaud,FRA,Mountain,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-11,5,Belfort to Ãvian-les-Bains,298 km (185 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),298.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-13,6,Ãvian-les-Bains to Aix-les-Bains,212 km (132 mi),Stage with mountain(s),Ãloi Meulenberg (BEL),212.0,Ãloi Meulenberg,BEL,Mountain,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-14,7,Aix-les-Bains to Grenoble,230 km (140 mi),Stage with mountain(s),Theo Middelkamp (NED),230.0,Theo Middelkamp,NED,Mountain,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-15,8,Grenoble to BrianÃ§on,194 km (121 mi),Stage with mountain(s),Jean-Marie Goasmat (FRA),194.0,Jean-Marie Goasmat,FRA,Mountain,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-16,9,BrianÃ§on to Digne,220 km (140 mi),Stage with mountain(s),LÃ©on Level (FRA),220.0,LÃ©on Level,FRA,Mountain,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-18,10,Digne to Nice,156 km (97 mi),Plain stage,Paul Maye (FRA),156.0,Paul Maye,FRA,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-19,11,Nice to Cannes,126 km (78 mi),Stage with mountain(s),FÃ©dÃ©rico Ezquerra (ESP),126.0,FÃ©dÃ©rico Ezquerra,ESP,Mountain,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-21,12,Cannes to Marseille,195 km (121 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),195.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-22,13a,Marseille to NÃ®mes,112 km (70 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),112.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-22,13b,NÃ®mes to Montpellier,52 km (32 mi),Individual time trial,SylvÃ¨re Maes (BEL),52.0,SylvÃ¨re Maes,BEL,Time Trial,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-23,14a,Montpellier to Narbonne,103 km (64 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),103.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-23,14b,Narbonne to Perpignan,63 km (39 mi),Individual time trial,SylvÃ¨re Maes (BEL),63.0,SylvÃ¨re Maes,BEL,Time Trial,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-25,15,Perpignan to Luchon,325 km (202 mi),Stage with mountain(s),Sauveur Ducazeaux (FRA),325.0,Sauveur Ducazeaux,FRA,Mountain,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-27,16,Luchon to Pau,194 km (121 mi),Stage with mountain(s),SylvÃ¨re Maes (BEL),194.0,SylvÃ¨re Maes,BEL,Mountain,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-29,17,Pau to Bordeaux,229 km (142 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),229.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-30,18a,Bordeaux to Saintes,117 km (73 mi),Plain stage,Ãloi Meulenberg (BEL),117.0,Ãloi Meulenberg,BEL,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-30,18b,Saintes to La Rochelle,75 km (47 mi),Individual time trial,SylvÃ¨re Maes (BEL),75.0,SylvÃ¨re Maes,BEL,Time Trial,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-31,19a,La Rochelle to La Roche-sur-Yon,81 km (50 mi),Plain stage,Marcel Kint (BEL),81.0,Marcel Kint,BEL,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-31,19b,La Roche-sur-Yon to Cholet,65 km (40 mi),Individual time trial,FÃ©licien Vervaecke (BEL),65.0,FÃ©licien Vervaecke,BEL,Time Trial,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-07-31,19c,Cholet to Angers,67 km (42 mi),Plain stage,Paul Maye (FRA),67.0,Paul Maye,FRA,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-08-01,20a,Angers to Vire,204 km (127 mi),Plain stage,RenÃ© Le GrevÃ¨s (FRA),204.0,RenÃ© Le GrevÃ¨s,FRA,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-08-01,20b,Vire to Caen,55 km (34 mi),Individual time trial,Antonin Magne (FRA),55.0,Antonin Magne,FRA,Time Trial,1930,21,90,43,0.4777777777777778,47.77777777777778
1936,1936-08-02,21,Caen to Paris,234 km (145 mi),Plain stage,ArsÃ¨ne Mersch (LUX),234.0,ArsÃ¨ne Mersch,LUX,Flat,1930,21,90,43,0.4777777777777778,47.77777777777778
1937,1937-06-30,1,Paris to Lille,263 km (163 mi),Plain stage,Jean Majerus (LUX),263.0,Jean Majerus,LUX,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-01,2,Lille to Charleville,192 km (119 mi),Plain stage,Maurice Archambaud (FRA),192.0,Maurice Archambaud,FRA,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-02,3,Charleville to Metz,161 km (100 mi),Plain stage,Walter Generati (ITA),161.0,Walter Generati,ITA,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-03,4,Metz to Belfort,220 km (140 mi),Stage with mountain(s),Erich Bautz (GER),220.0,Erich Bautz,GER,Mountain,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-04,5a,Belfort to Lons-le-Saunier,175 km (109 mi),Plain stage,Henri Puppo (FRA),175.0,Henri Puppo,FRA,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-04,5b,Lons-le-Saunier to Champagnole,34 km (21 mi),Team time trial,SylvÃ¨re Maes (BEL),34.0,SylvÃ¨re Maes,BEL,Time Trial,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-04,5c,Champagnole to Geneva,93 km (58 mi),Plain stage,Leo Amberg (SUI),93.0,Leo Amberg,SUI,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-06,6,Geneva to Aix-les-Bains,180 km (110 mi),Stage with mountain(s),Gustaaf Deloor (BEL),180.0,Gustaaf Deloor,BEL,Mountain,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-07,7,Aix-les-Bains to Grenoble,228 km (142 mi),Stage with mountain(s),Gino Bartali (ITA),228.0,Gino Bartali,ITA,Mountain,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-08,8,Grenoble to BrianÃ§on,194 km (121 mi),Stage with mountain(s),Otto Weckerling (GER),194.0,Otto Weckerling,GER,Mountain,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-09,9,BrianÃ§on to Digne,220 km (140 mi),Stage with mountain(s),Roger LapÃ©bie (FRA),220.0,Roger LapÃ©bie,FRA,Mountain,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-11,10,Digne to Nice,251 km (156 mi),Stage with mountain(s),FÃ©licien Vervaecke (BEL),251.0,FÃ©licien Vervaecke,BEL,Mountain,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-13,11a,Nice to Toulon,169 km (105 mi),Plain stage,Ãloi Meulenberg (BEL),169.0,Ãloi Meulenberg,BEL,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-13,11b,Toulon to Marseille,65 km (40 mi),Team time trial,Gustaaf Danneels (BEL),65.0,Gustaaf Danneels,BEL,Time Trial,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-14,12a,Marseille to NÃ®mes,112 km (70 mi),Plain stage,Alphonse Antoine (FRA),112.0,Alphonse Antoine,FRA,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-14,12b,NÃ®mes to Montpellier,51 km (32 mi),Plain stage,RenÃ© Pedroli (SUI),51.0,RenÃ© Pedroli,SUI,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-15,13a,Montpellier to Narbonne,103 km (64 mi),Plain stage,Francesco Camusso (ITA),103.0,Francesco Camusso,ITA,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-15,13b,Narbonne to Perpignan,63 km (39 mi),Plain stage,Ãloi Meulenberg (BEL),63.0,Ãloi Meulenberg,BEL,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-17,14a,Perpignan to Bourg-Madame,99 km (62 mi),Plain stage,Ãloi Meulenberg (BEL),99.0,Ãloi Meulenberg,BEL,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-17,14b,Bourg-Madame to Ax-les-Thermes,59 km (37 mi),Stage with mountain(s),Mariano CaÃ±ardo (ESP),59.0,Mariano CaÃ±ardo,ESP,Mountain,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-17,14c,Ax-les-Thermes to Luchon,167 km (104 mi),Stage with mountain(s),Ãloi Meulenberg (BEL),167.0,Ãloi Meulenberg,BEL,Mountain,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-19,15,Luchon to Pau,194 km (121 mi),Stage with mountain(s),JuliÃ¡n Berrendero (ESP),194.0,JuliÃ¡n Berrendero,ESP,Mountain,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-21,16,Pau to Bordeaux,235 km (146 mi),Plain stage,Paul Chocque (FRA),235.0,Paul Chocque,FRA,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-22,17a,Bordeaux to Royan,123 km (76 mi),Plain stage,Erich Bautz (GER),123.0,Erich Bautz,GER,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-22,17b,Royan to Saintes,37 km (23 mi),Plain stage,Adolph Braeckeveldt (BEL) Heinz Wengler (GER)[c],37.0,Adolph Braeckeveldt (BEL) Heinz Wengler (GER)[c],,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-22,17c,Saintes to La Rochelle,67 km (42 mi),Plain stage,Roger LapÃ©bie (FRA),67.0,Roger LapÃ©bie,FRA,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-23,18a,La Rochelle to La Roche-sur-Yon,82 km (51 mi),Team time trial,Roger LapÃ©bie (FRA),82.0,Roger LapÃ©bie,FRA,Time Trial,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-23,18b,La Roche-sur-Yon to Rennes,172 km (107 mi),Plain stage,Paul Chocque (FRA),172.0,Paul Chocque,FRA,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-24,19a,Rennes to Vire,114 km (71 mi),Plain stage,Raymond Passat (FRA),114.0,Raymond Passat,FRA,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-24,19b,Vire to Caen,59 km (37 mi),Individual time trial,Leo Amberg (SUI),59.0,Leo Amberg,SUI,Time Trial,1930,20,98,46,0.46938775510204084,46.93877551020408
1937,1937-07-25,20,Caen to Paris,234 km (145 mi),Plain stage,Edward Vissers (BEL),234.0,Edward Vissers,BEL,Flat,1930,20,98,46,0.46938775510204084,46.93877551020408
1938,1938-07-05,1,Paris to Caen,215 km (134 mi),Plain stage,Willi Oberbeck (GER),215.0,Willi Oberbeck,GER,Flat,1930,21,96,55,0.5729166666666666,57.291666666666664
1938,1938-07-06,2,Caen to Saint-Brieuc,237 km (147 mi),Plain stage,Jean Majerus (LUX),237.0,Jean Majerus,LUX,Flat,1930,21,96,55,0.5729166666666666,57.291666666666664
1938,1938-07-07,3,Saint-Brieuc to Nantes,238 km (148 mi),Plain stage,Gerrit Schulte (NED),238.0,Gerrit Schulte,NED,Flat,1930,21,96,55,0.5729166666666666,57.291666666666664
1938,1938-07-08,4a,Nantes to La Roche-sur-Yon,62 km (39 mi),Plain stage,Ãloi Meulenberg (BEL),62.0,Ãloi Meulenberg,BEL,Flat,1930,21,96,55,0.5729166666666666,57.291666666666664
1938,1938-07-08,4b,La Roche-sur-Yon to La Rochelle,83 km (52 mi),Plain stage,Ãloi Meulenberg (BEL),83.0,Ãloi Meulenberg,BEL,Flat,1930,21,96,55,0.5729166666666666,57.291666666666664
